Label,Link,Fridge,Freezer,Pantry
"CANNELLINI BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED",https://www.stilltasty.com/Fooditems/index/16674,,,730
"CAPELLINI — COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/16677,4,30,
"CAPELLINI, DRY, UNCOOKED, COMMERCIALLY PACKAGED, SOLD UNREFRIGERATED — UNOPENED OR OPENED ",https://www.stilltasty.com/Fooditems/index/16678,,,1095
"CASHEWS, COMMERCIALLY BAGGED OR PURCHASED IN BULK - OUT OF THE SHELL",https://www.stilltasty.com/Fooditems/index/16709,180,365,21
"CASHEWS, COMMERCIALLY CANNED OR BOTTLED - OPENED",https://www.stilltasty.com/Fooditems/index/16710,150,300,30
"CASHEWS, COMMERCIALLY CANNED OR BOTTLED - UNOPENED ",https://www.stilltasty.com/Fooditems/index/16711,,,630
"CEREAL, READY-TO-EAT, COMMERCIALLY PACKAGED (ALL TYPES, INCLUDING FLAKED CORN AND BRAN, TOASTED OAT, RICE PUFFS, CORN PUFFS, GRANOLA, WHEAT SQUARES) - OPENED",https://www.stilltasty.com/Fooditems/index/16733,,,60
"CEREAL, READY-TO-EAT, COMMERCIALLY PACKAGED (ALL TYPES, INCLUDING FLAKED CORN AND BRAN, TOASTED OAT, RICE PUFFS, CORN PUFFS, GRANOLA, WHEAT SQUARES) — UNOPENED",https://www.stilltasty.com/Fooditems/index/16734,,,365
"CHESTNUTS, COMMERCIALLY BAGGED OR PURCHASED IN BULK — OUT OF THE SHELL",https://www.stilltasty.com/Fooditems/index/16772,4,300,
"CHESTNUTS, COMMERCIALLY BAGGED OR PURCHASED IN BULK - IN THE SHELL",https://www.stilltasty.com/Fooditems/index/16771,150,90,
"CHICKPEAS / GARBANZO BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",https://www.stilltasty.com/Fooditems/index/16806,4,180,
"CHICKPEAS / GARBANZO BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED",https://www.stilltasty.com/Fooditems/index/16807,,,730
"CHICKPEAS / GARBANZOS, COMMERCIALLY CANNED OR BOTTLED — OPENED",https://www.stilltasty.com/Fooditems/index/16804,3,30,
"CHICKPEAS / GARBANZOS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED",https://www.stilltasty.com/Fooditems/index/16805,,,1460
CHINESE FOOD: FRIED RICE - HOMEMADE OR TAKE-OUT,https://www.stilltasty.com/Fooditems/index/16830,6,180,
"COCONUT MILK, COMMERCIALLY CANNED  —  UNOPENED",https://www.stilltasty.com/Fooditems/index/16917,,,1095
"COCONUT MILK, COMMERCIALLY CANNED — OPENED",https://www.stilltasty.com/Fooditems/index/16916,5,60,
"COCONUT / CREAM OF COCONUT, COMMERCIALLY CANNED OR BOTTLED - OPENED",https://www.stilltasty.com/Fooditems/index/16918,6,30,
"COCONUT / CREAM OF COCONUT, COMMERCIALLY CANNED OR BOTTLED - UNOPENED",https://www.stilltasty.com/Fooditems/index/16919,,,450
"COCONUT, SHREDDED, COMMERCIALLY PACKAGED — OPENED",https://www.stilltasty.com/Fooditems/index/16920,180,,
"COCONUT, SHREDDED, COMMERCIALLY PACKAGED — UNOPENED",https://www.stilltasty.com/Fooditems/index/16921,,,360
"COCONUTS, FRESH — IN THE SHELL",https://www.stilltasty.com/Fooditems/index/16922,30,,7
"COCONUTS, FRESH — MILK OR WATER ONLY",https://www.stilltasty.com/Fooditems/index/16923,2,30,
"COCONUTS, FRESH — SHELLED",https://www.stilltasty.com/Fooditems/index/16924,4,180,
"CORNMEAL, COMMERCIALLY PACKAGED OR PURCHASED IN BULK - STONE GROUND",https://www.stilltasty.com/Fooditems/index/16976,60,150,30
"CORNMEAL, COMMERCIALLY PACKAGED OR PURCHASED IN BULK — BLUE",https://www.stilltasty.com/Fooditems/index/16974,60,150,30
"CORNMEAL, COMMERCIALLY PACKAGED OR PURCHASED IN BULK — REGULAR, DEGERMINATED",https://www.stilltasty.com/Fooditems/index/16975,540,720,360
CORNSTARCH - UNOPENED OR OPENED PACKAGE,https://www.stilltasty.com/Fooditems/index/16977,,,
"CRANBERRY BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",https://www.stilltasty.com/Fooditems/index/17001,4,180,
"CRANBERRY BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED",https://www.stilltasty.com/Fooditems/index/17002,,,730
"EGG NOODLES - COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/17130,4,30,
"EGG NOODLES, DRY, UNCOOKED, COMMERCIALLY PACKAGED, SOLD UNREFRIGERATED — UNOPENED OR OPENED",https://www.stilltasty.com/Fooditems/index/17131,,,730
"FARINA,  COMMERCIALLY PACKAGED OR PURCHASED IN BULK - COOKED AT HOME",https://www.stilltasty.com/Fooditems/index/17161,4,30,
"FARINA,  COMMERCIALLY PACKAGED OR PURCHASED IN BULK - UNCOOKED",https://www.stilltasty.com/Fooditems/index/17162,,,365
"FAVA BEANS, COMMERCIALLY CANNED OR BOTTLED — OPENED",https://www.stilltasty.com/Fooditems/index/17165,3,30,
"FAVA BEANS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED",https://www.stilltasty.com/Fooditems/index/17166,,,1460
"FAVA BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",https://www.stilltasty.com/Fooditems/index/17167,4,180,
"FAVA BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED",https://www.stilltasty.com/Fooditems/index/17168,,,730
"FETTUCCINE - COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/17176,4,30,
"FETTUCCINE, DRY, UNCOOKED, COMMERCIALLY PACKAGED, SOLD UNREFRIGERATED — UNOPENED OR OPENED ",https://www.stilltasty.com/Fooditems/index/17177,,,1095
"FETTUCCINE, FRESH, SOLD REFRIGERATED — OPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/17178,3,30,
"FETTUCCINE, FRESH, SOLD REFRIGERATED — UNOPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/17179,2,30,
"FUSILLI - COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/17234,4,30,
"FUSILLI, DRY, UNCOOKED, COMMERCIALLY PACKAGED, SOLD UNREFRIGERATED — UNOPENED OR OPENED ",https://www.stilltasty.com/Fooditems/index/17235,,,1095
"GREAT NORTHERN BEANS, COMMERCIALLY CANNED OR BOTTLED — OPENED",https://www.stilltasty.com/Fooditems/index/17335,3,30,
"GREAT NORTHERN BEANS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED",https://www.stilltasty.com/Fooditems/index/17336,,,1460
"GREAT NORTHERN BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",https://www.stilltasty.com/Fooditems/index/17337,4,180,
"GREAT NORTHERN BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED",https://www.stilltasty.com/Fooditems/index/17338,,,730
GRITS — COMMERCIALLY PACKAGED OR PURCHASED IN BULK,https://www.stilltasty.com/Fooditems/index/17342,,,365
"HAZELNUTS / FILBERTS, COMMERCIALLY BAGGED OR PURCHASED IN BULK - IN THE SHELL",https://www.stilltasty.com/Fooditems/index/17400,270,360,90
"KIDNEY BEANS, COMMERCIALLY CANNED OR BOTTLED — OPENED",https://www.stilltasty.com/Fooditems/index/17477,3,30,
"KIDNEY BEANS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED",https://www.stilltasty.com/Fooditems/index/17478,,,1460
"KIDNEY BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",https://www.stilltasty.com/Fooditems/index/17479,4,180,
"KIDNEY BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED",https://www.stilltasty.com/Fooditems/index/17480,,,730
"LASAGNA - HOMEMADE, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/17516,4,60,
LASAGNA - PURCHASED COMMERCIALLY FROZEN,https://www.stilltasty.com/Fooditems/index/17517,,540,
"LASAGNA NOODLES - COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/17518,4,30,
"LASAGNA NOODLES, DRY, UNCOOKED, COMMERCIALLY PACKAGED, SOLD UNREFRIGERATED — UNOPENED OR OPENED ",https://www.stilltasty.com/Fooditems/index/17519,,,1095
"LENTIL SOUP, COMMERCIALLY CANNED OR PACKAGED, SOLD UNREFRIGERATED - OPENED",https://www.stilltasty.com/Fooditems/index/19020,3,150,
"LENTIL SOUP, COMMERCIALLY CANNED OR PACKAGED, SOLD UNREFRIGERATED - UNOPENED",https://www.stilltasty.com/Fooditems/index/19021,,,1460
"LENTILS, COMMERCIALLY CANNED OR BOTTLED — OPENED",https://www.stilltasty.com/Fooditems/index/17546,3,30,
"LENTILS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED",https://www.stilltasty.com/Fooditems/index/17547,,,1460
"LENTILS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",https://www.stilltasty.com/Fooditems/index/17548,4,180,
"LENTILS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED",https://www.stilltasty.com/Fooditems/index/17549,,,730
"LIMA BEANS, COMMERCIALLY CANNED OR BOTTLED — OPENED",https://www.stilltasty.com/Fooditems/index/17564,3,30,
"LIMA BEANS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED",https://www.stilltasty.com/Fooditems/index/17565,,,1460
"LIMA BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",https://www.stilltasty.com/Fooditems/index/17566,4,180,
"LIMA BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED",https://www.stilltasty.com/Fooditems/index/17567,,,730
"LINGUINI - COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/17579,4,30,
"LINGUINI, DRY, UNCOOKED, COMMERCIALLY PACKAGED, SOLD UNREFRIGERATED — UNOPENED OR OPENED ",https://www.stilltasty.com/Fooditems/index/17580,,,1095
"LINGUINI, FRESH,  SOLD REFRIGERATED — OPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/17581,3,30,
"LINGUINI, FRESH, SOLD REFRIGERATED — UNOPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/17582,2,30,
"MACADAMIA NUTS, COMMERCIALLY BAGGED OR PURCHASED IN BULK - OUT OF THE SHELL",https://www.stilltasty.com/Fooditems/index/17610,180,300,21
"MACARONI AND CHEESE - COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/17611,4,30,
MACARONI AND CHEESE — PURCHASED COMMERCIALLY FROZEN,https://www.stilltasty.com/Fooditems/index/19097,,540,
"MACARONI AND CHEESE, DRY MIX, COMMERCIALLY PACKAGED — UNOPENED OR OPENED BOX",https://www.stilltasty.com/Fooditems/index/17612,,,730
"MACARONI IN TOMATO SAUCE, COMMERCIALLY CANNED OR BOTTLED - OPENED",https://www.stilltasty.com/Fooditems/index/17613,3,30,
"MACARONI IN TOMATO SAUCE, COMMERCIALLY CANNED OR BOTTLED — UNOPENED",https://www.stilltasty.com/Fooditems/index/17614,,,630
MACARONI SALAD - HOMEMADE OR STORE-PREPARED,https://www.stilltasty.com/Fooditems/index/18783,4,,
"MACARONI, DRY, UNCOOKED, COMMERCIALLY PACKAGED, SOLD UNREFRIGERATED — UNOPENED OR OPENED ",https://www.stilltasty.com/Fooditems/index/17615,,,1095
"MANICOTTI — COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/17638,4,30,
"MANICOTTI, DRY, UNCOOKED, COMMERCIALLY PACKAGED, SOLD UNREFRIGERATED — UNOPENED OR OPENED ",https://www.stilltasty.com/Fooditems/index/17639,,,1095
"MANICOTTI, FRESH, SOLD REFRIGERATED — OPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/17640,3,30,
"MANICOTTI, FRESH, SOLD REFRIGERATED — UNOPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/17641,2,30,
"MILLET,  COMMERCIALLY PACKAGED OR PURCHASED IN BULK - UNCOOKED",https://www.stilltasty.com/Fooditems/index/17693,,,365
"MILLET,  COMMERCIALLY PACKAGED OR PURCHASED IN BULK - COOKED AT HOME",https://www.stilltasty.com/Fooditems/index/17692,4,30,
"MIXED NUTS, COMMERCIALLY CANNED OR BOTTLED - OPENED",https://www.stilltasty.com/Fooditems/index/17708,150,300,30
"MIXED NUTS, COMMERCIALLY CANNED OR BOTTLED - UNOPENED ",https://www.stilltasty.com/Fooditems/index/17709,,,330
"NAVY BEANS, COMMERCIALLY CANNED OR BOTTLED — OPENED",https://www.stilltasty.com/Fooditems/index/17768,3,30,
"NAVY BEANS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED",https://www.stilltasty.com/Fooditems/index/17769,,,1460
"NAVY BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",https://www.stilltasty.com/Fooditems/index/17770,4,180,
"NAVY BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED",https://www.stilltasty.com/Fooditems/index/17771,,,730
"NOODLES AND SAUCE, DRY  MIX, COMMERCIALLY PACKAGED - UNOPENED OR OPENED",https://www.stilltasty.com/Fooditems/index/17775,,,730
"OATMEAL, COOKED",https://www.stilltasty.com/Fooditems/index/19017,5,180,
"OATMEAL, REGULAR OR INSTANT, UNCOOKED — UNOPENED OR OPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/17784,,,630
"OATS, COMMERCIALLY PACKAGED OR PURCHASED IN BULK (INCLUDING STEEL-CUT, ROLLED, INSTANT TYPES) — COOKED",https://www.stilltasty.com/Fooditems/index/17786,5,180,
"OATS, COMMERCIALLY PACKAGED OR PURCHASED IN BULK (INCLUDING STEEL-CUT, ROLLED, INSTANT TYPES) — UNCOOKED",https://www.stilltasty.com/Fooditems/index/17787,,,630
"ORZO — COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/17849,4,30,
"ORZO, DRY, UNCOOKED, COMMERCIALLY PACKAGED, SOLD UNREFRIGERATED — UNOPENED OR OPENED ",https://www.stilltasty.com/Fooditems/index/17850,,,1095
PASTA - COOKED LEFTOVERS,https://www.stilltasty.com/Fooditems/index/17887,4,30,
"PASTA AND CHEESE SAUCE, DRY MIX, COMMERCIALLY PACKAGED — UNOPENED OR OPENED ",https://www.stilltasty.com/Fooditems/index/17888,,,730
"PASTA SHELLS — COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/17893,4,30,
"PASTA SHELLS, DRY, UNCOOKED, COMMERCIALLY PACKAGED — UNOPENED OR OPENED ",https://www.stilltasty.com/Fooditems/index/17894,,,1095
"PASTA, FRESH, SOLD REFRIGERATED — OPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/17895,3,30,
"PASTA, FRESH, SOLD REFRIGERATED — UNOPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/17896,2,30,
"PEANUT BUTTER, COMMERCIALLY MANUFACTURED AND PROCESSED (CONTAINING STABILIZERS ) - OPENED JAR",https://www.stilltasty.com/Fooditems/index/17924,90,,90
"PEANUT BUTTER, COMMERCIALLY MANUFACTURED AND PROCESSED (CONTAINING STABILIZERS ) - UNOPENED JAR",https://www.stilltasty.com/Fooditems/index/17925,,,730
"PEANUT BUTTER, NATURAL (DOES NOT CONTAIN STABILIZERS) - UNOPENED OR OPENED CONTAINER",https://www.stilltasty.com/Fooditems/index/17926,180,,21
"PEANUTS, COMMERCIALLY BAGGED OR PURCHASED IN BULK - IN THE SHELL",https://www.stilltasty.com/Fooditems/index/17927,150,300,30
"PEANUTS, COMMERCIALLY BAGGED OR PURCHASED IN BULK - OUT OF THE SHELL",https://www.stilltasty.com/Fooditems/index/17928,150,300,21
"PEANUTS, COMMERCIALLY CANNED OR BOTTLED - OPENED",https://www.stilltasty.com/Fooditems/index/17929,150,300,30
"PEANUTS, COMMERCIALLY CANNED OR BOTTLED - UNOPENED",https://www.stilltasty.com/Fooditems/index/17930,,,630
"PECANS, COMMERCIALLY BAGGED OR PURCHASED IN BULK - IN THE SHELL",https://www.stilltasty.com/Fooditems/index/17950,360,730,21
"PECANS, COMMERCIALLY BAGGED OR PURCHASED IN BULK - OUT OF THE SHELL",https://www.stilltasty.com/Fooditems/index/17951,270,730,21
"PENNE - COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/17954,4,30,
"PENNE, DRY, UNCOOKED, COMMERCIALLY PACKAGED, SOLD UNREFRIGERATED — UNOPENED OR OPENED ",https://www.stilltasty.com/Fooditems/index/17955,,,1095
"PINE NUTS (PIGNOLI), COMMERCIALLY BAGGED OR PURCHASED IN BULK - OUT OF THE SHELL",https://www.stilltasty.com/Fooditems/index/17991,30,120,
"PINTO BEANS, COMMERCIALLY CANNED OR BOTTLED — OPENED",https://www.stilltasty.com/Fooditems/index/18009,3,30,
"PINTO BEANS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED",https://www.stilltasty.com/Fooditems/index/18010,,,1460
"PINTO BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",https://www.stilltasty.com/Fooditems/index/18011,4,180,
"PINTO BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED",https://www.stilltasty.com/Fooditems/index/18012,,,730
"PISTACHIOS, COMMERCIALLY BAGGED OR PURCHASED IN BULK - IN THE SHELL OR OUT OF THE SHELL",https://www.stilltasty.com/Fooditems/index/18013,90,360,7
"PUMPKIN SEEDS, COMMERCIALLY BAGGED OR PURCHASED IN BULK - IN THE SHELL OR OUT OF THE SHELL",https://www.stilltasty.com/Fooditems/index/18124,360,360,60
"QUINOA - COOKED AT HOME, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/18135,4,30,
"QUINOA, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED",https://www.stilltasty.com/Fooditems/index/18134,,,630
"RAVIOLI IN TOMATO SAUCE, COMMERCIALLY CANNED OR BOTTLED - OPENED",https://www.stilltasty.com/Fooditems/index/18162,3,30,
"RAVIOLI IN TOMATO SAUCE, COMMERCIALLY CANNED OR BOTTLED — UNOPENED",https://www.stilltasty.com/Fooditems/index/18163,,,630
"RAVIOLI — COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/18161,4,30,
"RAVIOLI, FRESH, SOLD REFRIGERATED — OPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/18164,3,30,
"RAVIOLI, FRESH, SOLD REFRIGERATED — UNOPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/18165,2,30,
"REFRIED BEANS, COMMERCIALLY CANNED — OPENED",https://www.stilltasty.com/Fooditems/index/18168,3,30,
"REFRIED BEANS, COMMERCIALLY CANNED — UNOPENED",https://www.stilltasty.com/Fooditems/index/18169,,,1460
"RICE MIX, FLAVORED, DRY, COMMERCIALLY PACKAGED — UNOPENED OR OPENED",https://www.stilltasty.com/Fooditems/index/18182,,,630
"RICE, BASMATI - COOKED",https://www.stilltasty.com/Fooditems/index/18728,5,180,
"RICE, BASMATI - UNCOOKED, UNOPENED OR OPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/18183,,,
"RICE, BROWN - COOKED",https://www.stilltasty.com/Fooditems/index/18729,5,180,
ALMOND PASTE — OPENED OR UNOPENED,https://www.stilltasty.com/Fooditems/index/16341,730,,
"ALMONDS, COMMERCIALLY BAGGED OR PURCHASED IN BULK - IN THE SHELL",https://www.stilltasty.com/Fooditems/index/16342,360,730,21
"ALMONDS, COMMERCIALLY BAGGED OR PURCHASED IN BULK - OUT OF THE SHELL",https://www.stilltasty.com/Fooditems/index/16343,270,365,21
"ALMONDS, COMMERCIALLY CANNED OR BOTTLED - OPENED",https://www.stilltasty.com/Fooditems/index/16344,150,300,30
"ALMONDS, COMMERCIALLY CANNED OR BOTTLED - UNOPENED ",https://www.stilltasty.com/Fooditems/index/16345,,,450
"ANGEL HAIR PASTA — COOKED, LEFTOVERS",https://www.stilltasty.com/Fooditems/index/16357,4,30,
"ANGEL HAIR PASTA, DRY, UNCOOKED, COMMERCIALLY PACKAGED, SOLD UNREFRIGERATED— UNOPENED OR OPENED ",https://www.stilltasty.com/Fooditems/index/16358,,,1095
"ANGEL HAIR PASTA, FRESH, SOLD REFRIGERATED — OPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/16359,3,30,
"ANGEL HAIR PASTA, FRESH, SOLD REFRIGERATED — UNOPENED PACKAGE",https://www.stilltasty.com/Fooditems/index/16360,2,30,
"BAKED BEANS, IN SAUCE (INCLUDING MOLASSES, BROWN SUGAR, TOMATO ), COMMERCIALLY CANNED OR BOTTLED - OPENED",https://www.stilltasty.com/Fooditems/index/16469,3,30,
"BAKED BEANS, IN SAUCE (INCLUDING MOLASSES, BROWN SUGAR, TOMATO), COMMERCIALLY CANNED OR BOTTLED - UNOPENED",https://www.stilltasty.com/Fooditems/index/16470,,,1460
"BARLEY, COMMERCIALLY BAGGED OR PURCHASED IN BULK - COOKED AT HOME",https://www.stilltasty.com/Fooditems/index/16456,4,30,
"BARLEY, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED",https://www.stilltasty.com/Fooditems/index/16457,,,630
"BEAN SOUP,  ALL TYPES - HOMEMADE",https://www.stilltasty.com/Fooditems/index/16464,3,150,
"BEAN SOUP, COMMERCIALLY CANNED OR BOTTLED — OPENED",https://www.stilltasty.com/Fooditems/index/16465,3,150,
